Token,Nodes,Smart_Contract_Flags,Dates
152436,"(1354063, 5653541, 5653542, 5653543)","(0, 1, 1, 1)","2023-07-11, 2024-01-31"
117817,"(843682, 1446785, 4971693, 5582065)","(0, 0, 1, 0)","2023-06-30, 2023-09-27"
118126,"(5597848, 5681617, 6738485, 6739322)","(0, 0, 0, 0)","2023-06-22, 2023-06-28"
124672,"(4984840, 5177587, 5244862, 5515846)","(0, 0, 0, 0)","2023-11-29, 2024-01-26, 2024-02-28"
161637,"(5976469, 6556730, 6591365, 7590590)","(0, 1, 1, 1)","2024-01-12, 2024-01-14"
106238,"(1320447, 1427771, 1475938, 3655476)","(0, 0, 0, 0)","2023-03-28, 2023-06-11"
163121,"(3739833, 3762411, 5076148, 6125774)","(0, 0, 0, 0)","2023-08-01, 2023-09-03, 2023-09-06"
165821,"(723212, 3104630, 3375040, 6185166)","(1, 0, 0, 0)","2023-03-27, 2023-03-29"
149153,"(2394976, 4888314, 5664950, 6082831)","(0, 0, 0, 0)","2023-04-02, 2023-06-13, 2023-06-19, 2023-06-26, 2023-07-10, 2023-07-23"
164244,"(723212, 2178298, 2776751, 5210843)","(1, 0, 0, 0)","2023-04-02, 2023-04-10"
167078,"(1020646, 1059457, 1090339, 6222611)","(0, 0, 0, 1)","2023-07-08, 2023-07-11"
170866,"(1042603, 1653442, 4660337, 7330833)","(0, 0, 1, 1)","2023-11-15, 2023-12-20"
169122,"(3437107, 3944696, 6081656, 6280228)","(0, 0, 0, 0)","2023-11-01, 2023-12-30"
69151,"(1474128, 5727383, 6215105, 7399246)","(0, 0, 1, 0)","2023-10-27, 2023-10-28"
164001,"(3729062, 6107318, 6162156, 6858108)","(0, 0, 0, 0)","2023-08-04, 2023-08-24"
171503,"(618942, 6403161, 6730073, 6814937)","(0, 1, 0, 0)","2023-07-09, 2023-07-16"
172198,"(860493, 6417426, 6591365, 6662654)","(0, 1, 1, 0)","2023-07-27, 2023-08-01"
175302,"(6546845, 6548606, 6548931, 6550337)","(1, 1, 1, 1)","2023-05-16, 2023-05-30"
171254,"(3671330, 5180561, 6385011, 6385319)","(0, 0, 0, 0)","2023-09-02, 2023-12-02"
176012,"(999441, 4194952, 6333953, 6757981)","(0, 0, 0, 0)","2023-06-25, 2023-06-26"
175823,"(6571133, 6573434, 6573558, 6574398)","(0, 0, 0, 0)","2023-05-23, 2023-05-24"
175538,"(4621467, 5536430, 6546840, 6742667)","(0, 1, 0, 1)","2023-07-03, 2023-08-16, 2023-08-19"
175538,"(6583013, 6742667, 6805265, 6810014)","(0, 1, 0, 0)","2023-07-11, 2023-07-17"
175538,"(6546840, 6742667, 6751054, 6769958)","(0, 1, 0, 0)","2023-08-01, 2023-08-12, 2023-08-14"
176947,"(1313325, 3719967, 4064129, 6055160)","(0, 0, 0, 1)","2023-09-13, 2023-09-16"
178159,"(3650866, 6080420, 6163808, 6749389)","(0, 0, 0, 0)","2023-06-23, 2023-07-08"
178159,"(4800499, 6163808, 6608318, 6749389)","(0, 0, 0, 0)","2023-08-18, 2023-08-30"
179698,"(723212, 1025031, 1114945, 3966516)","(1, 0, 0, 0)","2023-06-13, 2023-06-14"
177253,"(3141379, 3141380, 6633767, 6710793)","(1, 1, 1, 1)","2023-06-17, 2023-07-14, 2023-07-15, 2023-10-06, 2023-11-15, 2023-11-17, 2024-01-08"
177253,"(3141379, 3141380, 4021721, 6633767)","(1, 1, 0, 1)","2023-07-28, 2023-08-16"
177253,"(1658206, 3141379, 3141380, 6633767)","(0, 1, 1, 1)","2023-09-30, 2023-10-09, 2023-10-22, 2023-11-06"
180917,"(4104759, 6475501, 6491458, 6952907)","(0, 0, 0, 0)","2023-10-22, 2024-01-29"
181337,"(794225, 2805602, 6624698, 6726035)","(0, 1, 0, 0)","2023-08-02, 2023-08-03"
181521,"(6742667, 6742668, 6751064, 6779242)","(1, 1, 1, 1)","2023-07-02, 2023-07-26, 2023-07-27, 2023-08-03, 2023-08-11"
181521,"(6742667, 6751064, 6779242, 7153535)","(1, 1, 1, 1)","2023-09-09, 2023-09-13"
177248,"(3141379, 3141380, 6693532, 6710793)","(1, 1, 1, 1)","2023-06-30, 2023-07-05, 2023-07-09, 2023-08-28, 2023-11-27, 2024-02-12"
149177,"(1110209, 1588001, 1745779, 5624543)","(0, 0, 0, 0)","2024-01-01, 2024-01-25"
60802,"(3573070, 4867326, 5694109, 6055160)","(0, 0, 0, 1)","2023-12-23, 2023-12-25, 2023-12-27"
185782,"(723212, 800627, 2886767, 5509846)","(1, 0, 0, 0)","2023-07-27, 2023-08-01"
186109,"(723212, 766751, 3423434, 5517230)","(1, 0, 0, 0)","2023-09-05, 2023-09-29"
186109,"(704813, 723212, 2085787, 5517230)","(0, 1, 0, 0)","2023-10-14, 2024-01-12"
186109,"(723212, 809820, 5517230, 6667255)","(1, 0, 0, 0)","2023-10-18, 2023-11-03"
186109,"(723212, 1244520, 1661362, 5517230)","(1, 0, 0, 0)","2023-11-22, 2023-12-29"
167652,"(977213, 2541141, 3983030, 6240074)","(0, 0, 0, 1)","2023-09-06, 2023-10-02"
191001,"(7077902, 7123741, 7123778, 7123796)","(0, 0, 0, 0)","2023-08-31, 2023-09-01"
194879,"(7203529, 7204491, 7204492, 7204493)","(0, 1, 1, 1)","2023-09-19, 2023-10-02"
102494,"(723212, 2331775, 4477108, 6746460)","(1, 0, 0, 0)","2023-10-06, 2023-10-18"
181540,"(723212, 1160355, 6743451, 7128117)","(1, 0, 0, 0)","2023-10-20, 2023-11-15"
202185,"(714053, 7428596, 7428597, 7428621)","(0, 1, 1, 0)","2023-11-20, 2023-11-23, 2023-11-27, 2023-12-17, 2023-12-18"
32052,"(723212, 2746688, 7433683, 7444532)","(1, 0, 0, 0)","2023-11-11, 2023-12-09"
125110,"(723212, 807973, 1942973, 7376551)","(1, 0, 0, 1)","2023-11-19, 2023-12-23"
205345,"(5616920, 7439438, 7504937, 7506287)","(0, 0, 0, 0)","2024-01-12, 2024-01-29, 2024-01-31, 2024-02-22"
207126,"(7567810, 7677103, 7757701, 7824036)","(1, 0, 0, 0)","2024-02-24, 2024-02-28, 2024-03-01"
185453,"(723212, 2784630, 7209102, 7472892)","(1, 0, 0, 0)","2024-01-23, 2024-01-25"
210926,"(1005589, 7756197, 7756207, 7756280)","(1, 0, 1, 1)","2024-02-08, 2024-02-09, 2024-02-12"
