Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
17725,"(94314, 109741, 673338, 693883, 744284, 791104, 883437, 885954, 905007, 970304, 972198, 1071507, 1079079, 1103155, 1131304, 1152044, 1263310, 1275175, 1347924, 1351108, 1509964, 1556747, 1592103, 1629873, 1636440, 1639259, 1640409, 1653281, 1653693)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-23'],[]
9049,"(1081084, 1091700, 1103006, 1176816, 1183027, 1190611, 1194175, 1206037, 1206187, 1228816, 1286578, 1378360, 1412527, 1485971, 1490271, 1577350, 1607013, 1620733, 1643239, 1648474, 1661022, 1667363, 1667420, 1667444, 1667490, 1667525, 1667662, 1667668, 1667684)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-24'],[]
9049,"(867786, 942390, 1017419, 1197685, 1469968, 1607013, 1821081, 1921525, 1967274, 1971052, 1984078, 2018694, 2047335, 2047817, 2051035, 2052762, 2054556, 2057425, 2057426, 2057427, 2057428, 2057429, 2057430, 2057431, 2057436, 2057437, 2057438, 2057439, 2060838)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-13'],[]
11596,"(789606, 793708, 854320, 883020, 895971, 913619, 920013, 929168, 953130, 953312, 958833, 958922, 986471, 1014420, 1033577, 1049490, 1052486, 1057033, 1059375, 1071937, 1127181, 1162331, 1165503, 1213779, 1433344, 1437997, 1646435, 1661527, 1661682)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-24'],[]
17645,"(23989, 27860, 714510, 716952, 733338, 741171, 752335, 784816, 891778, 899982, 987901, 1005343, 1035930, 1153401, 1179904, 1240523, 1296661, 1306464, 1392355, 1472416, 1507559, 1612378, 1615735, 1635233, 1635251, 1635339, 1667411, 1667747, 1667791)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-24'],[]
17878,"(469242, 1064470, 1120225, 1182314, 1198143, 1234323, 1324675, 1346682, 1392070, 1477210, 1633745, 1639574, 1644122, 1645645, 1652963, 1653423, 1653460, 1653865, 1654097, 1658887, 1660386, 1660623, 1661422, 1661487, 1661505, 1661531, 1661602, 1661653, 1662610)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-24'],[]
12786,"(44983, 920191, 999295, 1009798, 1050808, 1067224, 1101315, 1104688, 1104860, 1105838, 1115043, 1117749, 1161584, 1165123, 1167797, 1167875, 1168910, 1176311, 1183054, 1299610, 1330967, 1348262, 1380924, 1430701, 1465718, 1534629, 1576203, 1667945, 1674634)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-25'],[]
12786,"(954896, 975209, 1059007, 1101394, 1104688, 1108748, 1115043, 1117500, 1140179, 1142649, 1167884, 1170304, 1184356, 1200805, 1216845, 1260637, 1281871, 1330967, 1348262, 1374387, 1386241, 1556167, 1658525, 1717436, 1732682, 1735423, 1735754, 1736114, 1737647)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-05'],[]
12786,"(765008, 779501, 795567, 902160, 1046252, 1050229, 1069414, 1132005, 1135936, 1152896, 1167257, 1167890, 1188434, 1198990, 1218204, 1248869, 1327300, 1366053, 1563451, 2038433, 2166012, 2168744, 2177513, 2188016, 2332932, 2333997, 2336042, 2338134, 2338334)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-01-06'],[]
12786,"(724126, 750340, 937969, 974555, 1001774, 1101341, 1114529, 1142649, 1163098, 1169646, 1194018, 1203065, 1210481, 1215309, 1348262, 1579494, 1607279, 1618144, 1736114, 1774797, 1871049, 2071913, 2092092, 2344523, 2696164, 2758292, 2926192, 2949252, 2950437)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-28'],[]
13093,"(617793, 789717, 819554, 909667, 931952, 967494, 1017292, 1019870, 1046014, 1089197, 1130610, 1147552, 1207957, 1209542, 1213482, 1219472, 1226866, 1227227, 1228980, 1230214, 1255233, 1323166, 1396335, 1438614, 1442284, 1510512, 1648435, 1672879, 1673584)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",['2021-10-25'],[]
15553,"(741883, 884047, 983128, 985374, 1019217, 1089514, 1090211, 1111809, 1182590, 1185772, 1213393, 1223632, 1311312, 1377385, 1394847, 1396972, 1427904, 1455960, 1501087, 1501702, 1506026, 1509506, 1650124, 1664550, 1667986, 1669158, 1669663, 1669794, 1672540)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-25'],[]
15553,"(609352, 709711, 870296, 902146, 1003398, 1004116, 1047814, 1062553, 1079757, 1105900, 1107444, 1136245, 1136826, 1182012, 1228668, 1229129, 1306739, 1374722, 1384887, 1411784, 1439387, 1444189, 1450527, 1467364, 1491453, 1519508, 1580060, 1795524, 1831015)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-18'],[]
15553,"(728013, 754962, 804249, 900689, 985012, 1033180, 1054305, 1136245, 1149049, 1192398, 1213541, 1255740, 1277244, 1300700, 1310175, 1312896, 1350660, 1356264, 1397632, 1503214, 1503221, 1503507, 1523152, 1525572, 1529766, 1564984, 1662961, 1694661, 2039450)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-12'],[]
15553,"(745441, 976360, 976488, 1005251, 1084690, 1094485, 1096975, 1152932, 1159380, 1166131, 1178795, 1197524, 1233859, 1235399, 1254922, 1295842, 1350949, 1392339, 1406705, 1432994, 1463936, 1478679, 1489050, 1493288, 1516986, 1650124, 2201204, 2241157, 2695531)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-02'],[]
15553,"(1011531, 1024158, 1062076, 1065737, 1086802, 1119711, 1166131, 1192398, 1193287, 1249528, 1255464, 1277244, 1300700, 1382694, 1439387, 1492679, 1514123, 1640497, 1654736, 2007075, 2017682, 2473595, 2525053, 2577510, 2726815, 2729806, 2735767, 2746578, 2747070)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-05'],[]
15877,"(881979, 895161, 921830, 936325, 950368, 952657, 1054364, 1068616, 1095057, 1101531, 1115228, 1115467, 1136544, 1201126, 1224498, 1233440, 1340059, 1354511, 1386708, 1389490, 1427900, 1437494, 1484456, 1497835, 1498905, 1502067, 1502922, 1537421, 1654527)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2021-10-25'],[]
17250,"(30816, 614556, 743168, 779501, 867522, 1011357, 1043964, 1070253, 1087986, 1090898, 1152648, 1195376, 1199764, 1223411, 1227401, 1248336, 1268447, 1309094, 1453117, 1460779, 1470082, 1486664, 1494076, 1526880, 1563145, 1609998, 1621940, 1649482, 1668364)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-25'],[]
17250,"(434410, 592425, 799467, 886546, 988260, 1005532, 1042880, 1049670, 1064544, 1100022, 1153389, 1166477, 1182655, 1197944, 1237646, 1268447, 1298295, 1308882, 1372201, 1402612, 1404795, 1406500, 1463181, 1464725, 1493312, 1522701, 1701004, 1778821, 1910506)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-28'],[]
17250,"(446960, 598871, 678825, 781075, 837031, 994594, 1004781, 1004888, 1012227, 1049613, 1075267, 1148185, 1197586, 1347818, 1392123, 1429629, 1484225, 1487717, 1604631, 1616562, 1667515, 1699164, 1707079, 1794512, 1935403, 2053802, 2059288, 2060218, 2060699)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-13'],[]
17829,"(680991, 728152, 851723, 865979, 885728, 898321, 1082339, 1091702, 1093335, 1113355, 1124580, 1144251, 1248420, 1337924, 1338285, 1410594, 1419187, 1432430, 1440856, 1463157, 1470405, 1630949, 1640329, 1657545, 1666495, 1668727, 1668815, 1669668, 1675200)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",['2021-10-25'],[]
12060,"(608926, 810965, 857873, 923938, 924954, 990449, 1068078, 1079344, 1084543, 1211463, 1215442, 1415080, 1518422, 1579756, 1613192, 1621896, 1634926, 1663723, 1668771, 1676141, 1676420, 1676459, 1677196, 1678740, 1678976, 1678993, 1681301, 1681326, 1681603)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
12060,"(478154, 574446, 642553, 675446, 852099, 924983, 953495, 992901, 1017355, 1080243, 1095702, 1112954, 1166023, 1204360, 1211950, 1370470, 1448020, 1559591, 1561212, 1718444, 1742245, 1763332, 1764789, 1768039, 1768743, 1769678, 1770226, 1771630, 1772350)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-10'],[]
12060,"(478154, 604342, 811339, 852099, 922499, 924256, 966014, 990449, 1034818, 1047468, 1084959, 1108081, 1216058, 1258045, 1280179, 1303252, 1478371, 1557410, 1597261, 1650557, 1719573, 1813435, 1823439, 1824294, 1830982, 1832876, 1834487, 1836169, 1836476)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-18'],[]
12060,"(478154, 787660, 989415, 1048256, 1077689, 1082279, 1086132, 1105049, 1152943, 1159435, 1209928, 1225534, 1453292, 1619542, 1626578, 1693788, 1739700, 1798057, 1798409, 1825682, 1855414, 1886590, 1887046, 1887318, 1887791, 1888281, 1888907, 1889711, 1890802)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-25'],[]
12060,"(478154, 787660, 789787, 841581, 1084654, 1086091, 1089536, 1092013, 1111534, 1117730, 1119920, 1152943, 1159149, 1159435, 1208192, 1512802, 1662544, 1720645, 1734057, 1756226, 1817693, 1881941, 1905576, 1932909, 1940634, 1949257, 1950843, 1954991, 1955922)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-02'],[]
12060,"(779501, 787660, 924256, 924983, 1036955, 1048256, 1064257, 1084613, 1152522, 1215740, 1222996, 1227092, 1231777, 1266036, 1352545, 1400831, 1453292, 1512802, 1625367, 1698472, 1726278, 1997359, 2040574, 2063693, 2071857, 2073973, 2077478, 2078688, 2082789)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-15'],[]
12060,"(897289, 924256, 999243, 1067725, 1141103, 1238050, 1263420, 1412255, 1470476, 1558752, 1591760, 1668448, 1751152, 1902051, 1976527, 2015332, 2075487, 2124104, 2132784, 2137869, 2138566, 2152988, 2156738, 2157319, 2158719, 2160854, 2162283, 2164136, 2165535)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-22'],[]
12060,"(478154, 917088, 924256, 960405, 1035338, 1138400, 1220346, 1281308, 1379423, 1514900, 1584019, 1619207, 1751152, 1793157, 1802236, 1956135, 2042632, 2121739, 2127697, 2168390, 2169173, 2171299, 2171414, 2174148, 2176845, 2176969, 2178785, 2180475, 2180499)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-23'],[]
12060,"(478154, 916117, 1052652, 1057326, 1087252, 1092980, 1135787, 1198191, 1230693, 1324853, 1361208, 2137519, 2198439, 2285789, 2624860, 2744183, 2747942, 2760092, 2760733, 2761206, 2761290, 2762218, 2763838, 2765185, 2765503, 2767802, 2770222, 2770468, 2771008)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-06'],[]
12060,"(478154, 713903, 1036331, 1057326, 1078312, 1087252, 1228932, 1257165, 1311377, 1426499, 1449867, 1512792, 2099197, 2285789, 2435412, 2733547, 2745913, 2783840, 2798952, 2802576, 2803764, 2804112, 2805376, 2806754, 2808130, 2809513, 2809637, 2812080, 2812928)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-09'],[]
13220,"(724919, 968592, 1066347, 1154894, 1183877, 1208868, 1210722, 1226687, 1256367, 1264833, 1309003, 1349143, 1362335, 1506692, 1594551, 1607793, 1623448, 1634781, 1667796, 1677142, 1677505, 1677982, 1677992, 1678040, 1678636, 1679201, 1679374, 1680100, 1681818)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
13220,"(728017, 808638, 812250, 823961, 826451, 965607, 1042898, 1101394, 1185924, 1187584, 1208848, 1221119, 1226687, 1231024, 1271120, 1332808, 1401259, 1416031, 1634781, 1706525, 1726535, 1726755, 1728413, 1728436, 1728671, 1729142, 1729284, 1730032, 1732112)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-04'],[]
13220,"(779501, 885361, 940835, 1018297, 1090481, 1172334, 1185281, 1226687, 1230525, 1231854, 1235173, 1254308, 1326965, 1634781, 1648643, 1716706, 1734128, 2141055, 2152642, 2154911, 2155041, 2157428, 2157669, 2158099, 2158313, 2158361, 2160216, 2160519, 2167320)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-12-22'],[]
13220,"(447484, 606450, 730423, 894350, 958521, 1066347, 1169061, 1171295, 1206232, 1230445, 1230544, 1232291, 1255978, 1315220, 1340545, 1437369, 1594777, 1769781, 2347497, 2385092, 2406165, 2475905, 2500500, 2623542, 2625617, 2671561, 2681073, 2682406, 2684129)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-02-01'],[]
14132,"(5957, 15670, 797993, 804395, 920137, 946052, 958358, 963304, 1018297, 1032660, 1113829, 1119802, 1129931, 1171900, 1208547, 1216316, 1249074, 1261056, 1298558, 1309027, 1316958, 1406644, 1418503, 1425056, 1464691, 1478755, 1593764, 1603608, 1681421)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
15078,"(500278, 564750, 723997, 735990, 862388, 911690, 933521, 935841, 1064725, 1068951, 1092805, 1100730, 1112640, 1124759, 1136733, 1149025, 1204587, 1205231, 1230018, 1240676, 1269418, 1275526, 1277084, 1394058, 1458201, 1520640, 1530240, 1534368, 1608489)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
15078,"(607314, 614756, 737230, 739762, 886494, 1052810, 1066468, 1092222, 1111684, 1121787, 1122031, 1126479, 1192797, 1262064, 1273461, 1348199, 1377464, 1377618, 1393358, 1395432, 1433084, 1520640, 1583512, 1597583, 1602789, 1707852, 1707968, 1846766, 1850500)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-20'],[]
15256,"(446975, 831461, 995748, 1043714, 1075902, 1088016, 1090211, 1108728, 1125538, 1142430, 1242601, 1266956, 1406305, 1407627, 1417594, 1419433, 1434470, 1434495, 1434541, 1448649, 1461640, 1488513, 1491238, 1506482, 1515432, 1555082, 1561414, 1676541, 1678286)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
15256,"(103391, 690302, 984615, 1002714, 1006955, 1007920, 1088071, 1090211, 1125610, 1308105, 1326565, 1350191, 1359976, 1402816, 1417480, 1427359, 1431034, 1434654, 1449955, 1450166, 1455481, 1485999, 1489775, 1506482, 1571820, 1593166, 1628439, 1719123, 1729661)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-04'],[]
15256,"(587365, 777638, 853618, 900243, 1006955, 1009250, 1075902, 1084827, 1104662, 1125538, 1184830, 1218668, 1221035, 1227516, 1380101, 1434541, 1449955, 1450166, 1455481, 1506482, 1513579, 1528710, 1544190, 1588264, 1625750, 1632881, 1732808, 1738417, 1744257)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-11-06'],[]
15256,"(446975, 698985, 794505, 814166, 836358, 962615, 1021093, 1226726, 1295681, 1349748, 1361104, 1421898, 1433882, 1449955, 1491969, 1513192, 1729066, 2000839, 2865198, 3070964, 3157912, 3267743, 3584675, 3833399, 4119573, 4197305, 4699682, 4958983, 5175830)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-08'],[]
17234,"(9459, 727905, 779587, 919969, 950110, 965651, 995748, 1006038, 1116187, 1120177, 1124722, 1171469, 1174898, 1191091, 1199397, 1236390, 1312433, 1390897, 1453417, 1464677, 1537633, 1583906, 1623207, 1623243, 1627681, 1675549, 1678104, 1679968, 1680373)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-26'],[]
17234,"(729927, 1018250, 1488109, 1498224, 1580970, 1608561, 1631548, 1657929, 1757212, 1810797, 1835807, 1910628, 1976850, 1989185, 2109085, 2403024, 2434934, 2501650, 2516842, 2679748, 2772128, 2824826, 2997364, 3102613, 3210957, 3282667, 3326735, 3327456, 3329962)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-04-18'],[]
17234,"(748206, 763976, 887374, 903432, 1081516, 1357301, 1495637, 1763818, 1872649, 1911931, 2023938, 2039488, 2094603, 2169422, 2316790, 2373716, 2463436, 2486481, 2490892, 2537728, 2586000, 2668856, 2729470, 2754886, 2811764, 2997364, 3081033, 3206775, 3342509)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-04-19'],[]
17234,"(846470, 1110975, 1161905, 1191767, 1360725, 1367784, 1491074, 1503368, 1609667, 1788391, 1886299, 1902484, 2082101, 2109085, 2150056, 2185618, 2444463, 2543397, 2752258, 2858522, 2895910, 2896025, 2896431, 2948061, 2999702, 3096093, 3150675, 3222714, 3277939)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-05-12'],[]
17234,"(1045913, 1131208, 1512596, 1521393, 1587246, 1611694, 1670392, 1697303, 1776298, 1886299, 1921636, 2009284, 2250777, 2315032, 2388356, 2464470, 2816253, 2818927, 2879445, 2896924, 2904592, 2958792, 3025428, 3105217, 3286559, 3386636, 3405580, 3417215, 3423917)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-05-23'],[]
17234,"(66552, 721151, 880361, 900183, 1069035, 1106189, 1143832, 1161915, 1438934, 1770015, 1797544, 1881443, 2033625, 2058174, 2080599, 2368706, 2508369, 2530926, 2687617, 2727228, 2758461, 3454615, 3455025, 3520158, 3594016, 3894887, 3934590, 4125003, 5063947)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",['2022-12-29'],[]
17234,"(622406, 1063999, 1228859, 1285681, 1419299, 1535950, 1562430, 1637170, 1984649, 2018750, 2141869, 2360699, 2534048, 2637741, 2690514, 2771394, 2897277, 3866993, 3894887, 3959722, 3962646, 4318978, 4609360, 5061553, 5418203, 5469279, 6053436, 6160465, 6220257)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-04-10'],[]
12148,"(57477, 746010, 773645, 858328, 894112, 938305, 1037504, 1043764, 1085145, 1106170, 1106602, 1107607, 1108521, 1109249, 1112449, 1113559, 1116540, 1154231, 1180535, 1212302, 1216869, 1220293, 1489386, 1494232, 1624355, 1629867, 1638139, 1645167, 1682183)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2021-10-27'],[]
12148,"(587672, 606042, 738081, 928098, 997846, 1054769, 1107499, 1214123, 1236328, 1286721, 1354081, 1564124, 1645430, 1703950, 1835568, 1869552, 2467494, 2639288, 2699632, 2866494, 2893151, 3164948, 3231011, 3414628, 3486759, 3705409, 3807664, 3812634, 3816789)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",['2022-07-03'],[]
12148,"(611960, 763746, 924954, 1095335, 1102190, 1111609, 1112449, 1147258, 1212744, 1317781, 1322918, 1512352, 1637965, 1672161, 1772317, 1883359, 1993897, 2204759, 2978552, 3037401, 3164948, 3206389, 3276936, 3567914, 4076456, 4126179, 4221654, 4222253, 4224773)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-08-18'],[]
12148,"(471596, 587672, 1007317, 1010032, 1045497, 1106132, 1108119, 1152545, 1173871, 1266530, 1373473, 1447152, 1485859, 1672161, 1987607, 2090089, 2614479, 3008687, 3102207, 3164948, 3428735, 3651897, 3727672, 3993481, 4246108, 4259107, 4273190, 4343399, 4436892)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-09-16'],[]
12148,"(710500, 1105343, 1110445, 1112449, 1114971, 1257921, 1265976, 1555191, 1679450, 1845598, 1987607, 2000064, 2000187, 2102742, 2508427, 2522514, 2699632, 3381934, 3651897, 3996518, 4127901, 4314903, 4394660, 4608689, 4608867, 4660337, 4908968, 4937293, 5016649)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",['2022-12-05'],[]
12148,"(704164, 1013727, 1032132, 1113030, 1114168, 1333655, 1388166, 1637965, 1987607, 2320453, 2567779, 3407062, 3491297, 3734063, 3858184, 3954558, 3962646, 4098759, 4232154, 4613807, 4660337, 5010392, 5247787, 5318761, 5319730, 5324424, 5471498, 5471539, 5475867)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0)",['2023-01-15'],[]
12148,"(534789, 781578, 963578, 977146, 1108769, 1161008, 1335936, 1414749, 1451088, 1514065, 1524842, 1547403, 1858899, 1987607, 2129276, 2393963, 2464923, 2829992, 3522726, 3965871, 3973139, 4891406, 4919955, 5142020, 5324424, 5564809, 5593606, 5606898, 5683005)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",['2023-02-23'],[]
