Token,Nodes,Smart_Contract_Flags,Dates
89128,"(813909, 1381470, 1472815, 1688516, 1777555, 1891307, 1896249, 1916210, 1967801, 2022304, 2084339, 2170853, 2226355, 2266130, 2331596, 2342522, 2467831, 2716164, 2846516, 2861966, 2964706, 3128502, 3159940, 3200101, 3220450, 3238492, 3337480, 3343295, 3354412, 3432580, 3448131, 3462104, 3467169, 3468729, 3485102, 3536205, 3637550, 3646477, 3652248, 3670386, 3674686, 3677874, 3690347, 3694894, 3694898, 3715780, 3716158, 3717298, 3804650, 3812971, 3814488, 3842762, 3857681, 3936182, 3936636, 3939361, 3945797, 3947272, 3949546, 3954441, 3959643, 3960625, 3960875, 3967828, 3973619, 3983672, 3986739, 4022830, 4027285, 4031893, 4033683, 4033716, 4041652, 4042250, 4051870, 4055435, 4058787, 4084729, 4085030, 4132293, 4137083, 4153004, 4155159, 4159163, 4194378, 4195897, 4195909, 4195981, 4195985, 4196027, 4196111, 4196455, 4197055, 4197188, 4197213, 4197300, 4197731, 4197966, 4198195, 4200517)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-08-16
79803,"(163233, 613320, 687863, 732793, 745436, 805965, 894124, 896195, 953926, 1003443, 1086325, 1088624, 1088943, 1098833, 1116396, 1118138, 1130733, 1139497, 1161866, 1196077, 1284635, 1291624, 1313394, 1336459, 1372811, 1410486, 1420405, 1552042, 1617030, 1638034, 1661537, 1690547, 1785655, 1789376, 1865343, 1898113, 1921848, 1983727, 2016264, 2017467, 2263398, 2264252, 2324028, 2417480, 2491105, 2548821, 2616815, 2617870, 2741328, 2842822, 2862594, 2904937, 2925159, 2988635, 2997170, 3108872, 3115916, 3167063, 3186449, 3218195, 3276216, 3293336, 3296190, 3323716, 3409342, 3415493, 3421627, 3518581, 3600180, 3642701, 3642772, 3646051, 3646215, 3647356, 3647702, 3661985, 3668658, 3718148, 3718152, 3718156, 3722316, 3750019, 3834336, 3858807, 3912946, 3929919, 3929923, 3931794, 3932164, 3932521, 3938899, 3939853, 3945889, 3950461, 3972577, 3989179, 4191546, 4203067, 4204803, 4214013)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-08-17
20602,"(8485, 593856, 722926, 905262, 1103492, 1147669, 1155111, 1261915, 1274023, 1382842, 1537105, 1650527, 1724979, 2347140, 2395379, 2601242, 2840918, 3142932, 3260936, 3273830, 3372251, 3467030, 3575265, 3840094, 3840430, 3844818, 3851305, 3854742, 3862877, 3865975, 3882847, 3883265, 3884825, 3887585, 3887997, 3888027, 3888346, 3888621, 3900803, 3903848, 3904232, 3912255, 3931442, 3940632, 3944715, 3945016, 3965850, 3966107, 3967887, 3968010, 3969458, 3970173, 3985356, 3992699, 4020452, 4043733, 4044585, 4062471, 4078708, 4079489, 4122305, 4123101, 4147526, 4158499, 4178328, 4184633, 4185458, 4197879, 4198438, 4212062, 4212503, 4214247, 4214674, 4215194, 4224844, 4224962, 4225158, 4226730, 4228621, 4228727, 4228749, 4229541, 4229542, 4230536, 4230573, 4230670, 4230678, 4230684, 4230729, 4232184, 4233849, 4234044, 4238761, 4240390, 4240829, 4241180, 4241441, 4241549, 4241836, 4241859)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2022-08-19
20602,"(1791, 163869, 576970, 623974, 908894, 996166, 1062069, 1208394, 1288254, 1293039, 1335907, 1398122, 1413835, 1419106, 1475084, 1503469, 1508222, 1549594, 1786099, 1803314, 1809066, 1874875, 1995775, 2016959, 2354696, 2529297, 2713813, 2755716, 3043460, 3123385, 3305851, 3416668, 3589862, 3644170, 3860339, 3884246, 3894978, 3896777, 3898236, 3898263, 3902625, 3903848, 3906987, 3931442, 3945259, 3949443, 3953301, 3955068, 3978988, 3992699, 3996029, 4007534, 4019634, 4020435, 4079489, 4099418, 4108699, 4110241, 4117079, 4155015, 4174018, 4198063, 4212082, 4213184, 4214546, 4214708, 4214912, 4214946, 4216380, 4226374, 4228682, 4230353, 4239495, 4241771, 4241794, 4242246, 4242401, 4252167, 4254703, 4255569, 4257053, 4257081, 4257094, 4257121, 4257168, 4257295, 4257393, 4257589, 4257870, 4257917, 4257996, 4258162, 4258582, 4259056, 4259084, 4259114, 4259130, 4260303, 4261332, 4263398)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0)",2022-08-21
61755,"(902839, 1100277, 1101463, 1119652, 1127838, 1143715, 1176654, 1225130, 1305944, 1366209, 1487152, 1607899, 1707393, 1863793, 1922188, 2009730, 2031113, 2054516, 2071787, 2111574, 2111584, 2111681, 2111711, 2303151, 2406597, 2676725, 2724551, 2779066, 2809511, 2810058, 2904937, 2920969, 2938016, 3042864, 3134103, 3134722, 3301832, 3352005, 3352312, 3356944, 3369696, 3427842, 3450154, 3494128, 3533042, 3574616, 3584443, 3642478, 3642479, 3642481, 3645344, 3646741, 3652191, 3661241, 3661243, 3661245, 3664757, 3672732, 3680571, 3718514, 3728140, 3743561, 3770016, 3772966, 3773660, 3808107, 3848075, 3882749, 3882764, 3882772, 3882775, 3884056, 3893495, 3899382, 3906911, 3933189, 3942953, 4012709, 4022099, 4117105, 4158936, 4210252, 4225580, 4235044, 4265199, 4268715, 4268716, 4275066, 4282736, 4282776, 4282844, 4282892, 4282948, 4282999, 4283115, 4283225, 4283429, 4283846, 4284350, 4284454)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-09
90147,"(999875, 1107264, 1262781, 1432810, 1488988, 1593779, 1658925, 1690789, 1720584, 1934422, 2026035, 2159929, 2246704, 2430796, 2459376, 2848403, 2880959, 2904937, 2938357, 2938931, 3022551, 3167350, 3283938, 3307914, 3341986, 3377769, 3438579, 3462327, 3471573, 3530860, 3541051, 3591992, 3605855, 3637433, 3649033, 3674407, 3684511, 3684512, 3684557, 3686675, 3689426, 3698097, 3705063, 3711287, 3716330, 3716582, 3716583, 3723453, 3732625, 3763341, 3790744, 3791130, 3798998, 3831109, 3859313, 3864612, 3919595, 3932017, 3932112, 3935260, 3939264, 3939450, 3941143, 3974930, 3985756, 3991858, 4007701, 4045167, 4061647, 4064588, 4152694, 4156264, 4183809, 4198043, 4202455, 4217608, 4256841, 4256846, 4265684, 4269028, 4269035, 4269038, 4269043, 4269048, 4269052, 4269088, 4269110, 4270405, 4273909, 4281619, 4283928, 4285285, 4289103, 4311778, 4312086, 4313958, 4314270, 4314802, 4315591, 4330179)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-11
60369,"(733692, 821440, 876842, 917178, 950353, 962452, 1196025, 1312754, 1314161, 1354063, 1464973, 1511219, 1518055, 1547874, 1621949, 1644566, 1703389, 1719983, 2033989, 2102971, 2144537, 2435667, 2657081, 2764562, 2868669, 2904937, 2997295, 3074937, 3102547, 3261509, 3296307, 3431451, 3444486, 3444497, 3444524, 3444565, 3444590, 3444760, 3444763, 3444781, 3444876, 3444974, 3444976, 3445011, 3445339, 3445455, 3445597, 3446207, 3446307, 3446945, 3450657, 3459047, 3534362, 3543811, 3604896, 3611461, 3624946, 3666188, 3730753, 3768955, 3824564, 3833721, 3852543, 3853750, 3889340, 3905551, 3946672, 3954360, 3982180, 4022200, 4038736, 4082380, 4172116, 4190041, 4218672, 4222121, 4243555, 4257911, 4268339, 4271033, 4288616, 4299894, 4299895, 4317315, 4318123, 4332055, 4333712, 4334336, 4334852, 4335158, 4335941, 4336526, 4337332, 4338712, 4340655, 4340656, 4340854, 4341371, 4342716, 4342729)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-12
60369,"(1354063, 1567684, 1640725, 2010909, 2114776, 2221372, 2585703, 2648606, 2975705, 3233405, 3444270, 3444289, 3444505, 3444515, 3444524, 3444978, 3445760, 3447249, 3447572, 3500847, 3523203, 3531179, 3543811, 3598927, 3616097, 3722351, 3751392, 3751393, 3767893, 3900713, 3932635, 3934521, 3954637, 4025856, 4101345, 4137769, 4152545, 4194353, 4234950, 4262122, 4266102, 4305029, 4313408, 4326288, 4455938, 4456366, 4456587, 4505727, 4536659, 4537103, 4543415, 4543981, 4560158, 4627030, 4629786, 4650356, 4676285, 4696582, 4698175, 4705328, 4711445, 4727175, 4770932, 4771847, 4797936, 4807402, 4807534, 4825969, 4826164, 4834816, 4835491, 4857017, 4865214, 4871100, 4882078, 4886394, 4886495, 4886722, 4886886, 4887022, 4887422, 4887530, 4887600, 4926725, 4991589, 4992928, 4993180, 5030451, 5072028, 5203999, 5275881, 5318667, 5318999, 5319314, 5319584, 5319719, 5320076, 5320395, 5320422, 5324385)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-12-27
92154,"(754180, 754962, 759080, 856600, 1033212, 1133266, 1298154, 1359331, 1411113, 1430641, 1436572, 1478110, 1487114, 1595400, 1603853, 1607988, 1608097, 1624363, 1658925, 1658979, 1738096, 1746155, 1760831, 1768276, 1792591, 1806500, 1902248, 1992615, 1994660, 2052031, 2128988, 2207086, 2211665, 2258623, 2442309, 2511990, 2701415, 2904937, 2964010, 3170478, 3185979, 3186307, 3249290, 3290637, 3333134, 3375728, 3397062, 3403491, 3469226, 3474111, 3484347, 3578575, 3586286, 3662479, 3699829, 3739681, 3775598, 3803409, 3807289, 3827372, 3836773, 3851389, 3883243, 3895856, 3901630, 3935652, 3936160, 3938145, 3938334, 3940791, 3947107, 3955064, 3965907, 3965991, 4007857, 4012264, 4031360, 4077520, 4125930, 4133660, 4136143, 4145502, 4145642, 4158621, 4161624, 4175283, 4229693, 4239362, 4268990, 4270244, 4275932, 4280756, 4280808, 4280947, 4281150, 4281456, 4281977, 4288101, 4331498, 4348805)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-13
94664,"(102072, 574305, 626090, 639352, 769620, 852644, 938164, 957948, 993318, 1165424, 1182551, 1185455, 1352898, 1372928, 1441887, 1504973, 1510885, 1545822, 1578602, 1677219, 1698857, 1730942, 1756815, 1786546, 1796772, 1840700, 1869185, 1873576, 1874449, 1903197, 1979169, 2020101, 2048142, 2052391, 2141615, 2191794, 2300458, 2329432, 2392949, 2553034, 2580960, 2727612, 2832903, 2840761, 2840827, 2857817, 2993923, 3005422, 3008607, 3015370, 3052201, 3128481, 3140788, 3263941, 3347510, 3396621, 3404289, 3482604, 3483992, 3523131, 3589346, 3645075, 3649703, 3658864, 3672732, 3717376, 3723048, 3727991, 3790437, 3894970, 3896800, 3901630, 3939888, 3955583, 3985561, 4097309, 4125330, 4126326, 4145206, 4189963, 4210976, 4211307, 4211385, 4212759, 4213704, 4213832, 4214430, 4224447, 4266844, 4272440, 4331244, 4337326, 4342859, 4344187, 4356372, 4358492, 4366656, 4367404, 4368435, 4368490)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-14
91438,"(730117, 739287, 762006, 767967, 794276, 846452, 888213, 893375, 895370, 896708, 925215, 947888, 978756, 991285, 1030615, 1041130, 1057510, 1058684, 1075086, 1087124, 1088507, 1099635, 1129864, 1132644, 1165994, 1176553, 1182097, 1182372, 1184597, 1305140, 1380968, 1439942, 1441833, 1454313, 1456877, 1472216, 1483010, 1512254, 1558853, 1638547, 1657746, 1660807, 1671078, 1687794, 1748471, 1801480, 1911994, 1925733, 1939594, 2011443, 2085986, 2141165, 2231809, 2248415, 2424743, 2435540, 2488021, 2591452, 2611118, 2696657, 2773502, 2802393, 2855183, 2922668, 2954355, 3095924, 3107024, 3133276, 3136812, 3363165, 3411062, 3573552, 3656909, 3673272, 3739833, 3742751, 3762411, 3806998, 3818857, 3870421, 3939249, 4014853, 4096172, 4255718, 4268268, 4270722, 4272835, 4280973, 4286843, 4287349, 4334011, 4343084, 4382204, 4385676, 4405715, 4416671, 4421438, 4428919, 4432690, 4434276)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-16
92590,"(61273, 693134, 709302, 752857, 849995, 886291, 887482, 888258, 919447, 952785, 1053723, 1057480, 1098298, 1100752, 1176058, 1231926, 1250304, 1289342, 1355878, 1359001, 1381775, 1439959, 1454433, 1706328, 1738624, 1756504, 1770191, 1802734, 1850959, 1933690, 1954448, 2099649, 2201758, 2250300, 2291518, 2619337, 2722495, 2738171, 2818594, 2854664, 2872793, 2879444, 3057124, 3135191, 3142228, 3366647, 3489036, 3542887, 3563926, 3569866, 3659068, 3743670, 3776304, 3939249, 3956966, 4143516, 4147580, 4266740, 4287973, 4307918, 4307956, 4307973, 4308003, 4308041, 4308042, 4308138, 4308256, 4308471, 4308732, 4313713, 4318126, 4338019, 4341955, 4343698, 4354201, 4356419, 4356518, 4358325, 4364769, 4367818, 4371505, 4380812, 4395897, 4400464, 4408911, 4413188, 4428839, 4431808, 4432658, 4432786, 4434837, 4435367, 4435938, 4435982, 4436377, 4437051, 4437070, 4437130, 4437330, 4437552)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-16
14971,"(4165, 210588, 528878, 691870, 708538, 708923, 715305, 882605, 894189, 904978, 916616, 966109, 972857, 1005530, 1024278, 1066443, 1128232, 1147221, 1170467, 1192141, 1207497, 1217832, 1224504, 1248865, 1326907, 1341747, 1358848, 1392938, 1411505, 1420836, 1469310, 1477494, 1492828, 1509655, 1555920, 1579066, 1652086, 1659217, 1794614, 1816974, 1837159, 1882441, 1884299, 1935476, 1963952, 1973990, 1995203, 2060803, 2080535, 2148207, 2362995, 2394573, 2394757, 2421721, 2451236, 2470672, 2598256, 2633341, 2774778, 2865112, 2903846, 2925514, 2929690, 3038092, 3111362, 3119292, 3135807, 3148935, 3150169, 3158639, 3159950, 3198118, 3319759, 3321089, 3361969, 3363980, 3380046, 3387736, 3438541, 3520108, 3745020, 3779966, 3906143, 3912272, 3984430, 3996547, 4093850, 4094000, 4134923, 4227474, 4227543, 4232884, 4303203, 4327870, 4438667, 4438701, 4441522, 4487154, 4491333, 4494560)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",2022-09-18
97665,"(653279, 698746, 754486, 799638, 867424, 953151, 960652, 1037038, 1057017, 1059352, 1063043, 1081573, 1139206, 1154402, 1198410, 1225007, 1256297, 1270656, 1280707, 1286189, 1410265, 1421664, 1447219, 1501294, 1558311, 1558320, 1565180, 1594645, 1665186, 1665329, 1677024, 1822487, 1852195, 1863684, 1879355, 1901235, 1901452, 1947026, 1975806, 2067770, 2079418, 2179689, 2179690, 2179691, 2312202, 2458501, 2473276, 2473781, 2475680, 2475681, 2495410, 2526676, 2539641, 2588438, 2652090, 2812090, 2859418, 2884307, 2904937, 2929408, 2929409, 2929421, 3005056, 3084571, 3170542, 3207197, 3232848, 3236090, 3278067, 3278068, 3278069, 3278070, 3278071, 3290972, 3340965, 3428426, 3438817, 3451062, 3451123, 3466322, 3528881, 3528892, 3528895, 3528896, 3528902, 3705023, 3772827, 3878961, 3888087, 3964370, 4014722, 4111907, 4242202, 4268834, 4269793, 4270337, 4299252, 4329699, 4474491, 4489260)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-18
69266,"(14672, 782776, 850322, 862581, 881897, 955198, 957563, 972161, 1008964, 1068590, 1119377, 1234436, 1239934, 1309925, 1336603, 1387883, 1411887, 1442476, 1573175, 1575606, 1654192, 1713299, 1847895, 1898649, 1936829, 1943169, 1952278, 1952320, 1967792, 1983064, 2006604, 2012648, 2051559, 2075007, 2118517, 2128400, 2161942, 2162402, 2199860, 2216416, 2271326, 2279879, 2345054, 2372884, 2448920, 2538611, 2554221, 2627217, 2637087, 2649777, 2677040, 2678293, 2716284, 2719064, 2725099, 2729798, 2752032, 2856938, 2884894, 2998993, 3030433, 3038122, 3049610, 3067801, 3170955, 3189592, 3239391, 3248692, 3298737, 3326063, 3345199, 3358022, 3368146, 3393721, 3406218, 3427451, 3563498, 3656206, 3691714, 3706245, 3728920, 3753075, 3769152, 3783586, 3835185, 3942636, 3950729, 3968693, 3991960, 3994882, 3996141, 4065150, 4068429, 4166622, 4179962, 4241055, 4257753, 4287391, 4331676, 4472921)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-22
96953,"(719926, 838481, 851241, 881622, 993057, 1024278, 1045067, 1085258, 1098585, 1115314, 1116888, 1170541, 1178909, 1203150, 1216870, 1217286, 1223281, 1225018, 1299127, 1300824, 1324112, 1335511, 1374486, 1460872, 1520463, 1563193, 1564438, 1580718, 1622145, 1856947, 1860835, 1943466, 1980706, 2094190, 2182227, 2201164, 2212625, 2309091, 2351868, 2380588, 2405197, 2518763, 2868664, 2894593, 2901386, 2904937, 2909058, 2993603, 2995606, 3205038, 3269460, 3370335, 3404363, 3440015, 3465983, 3491272, 3567801, 3596709, 3613447, 3638509, 3642299, 3653150, 3676292, 3688168, 3761379, 3768765, 3771142, 3927400, 3940175, 3941744, 4014293, 4026433, 4081761, 4111790, 4125276, 4145500, 4187819, 4235044, 4239232, 4266844, 4277274, 4280897, 4281424, 4308029, 4330891, 4343186, 4349883, 4361431, 4380303, 4398898, 4494187, 4501825, 4509859, 4544954, 4564485, 4565161, 4569396, 4571526, 4572037, 4572492)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-23
102309,"(691621, 894278, 1071043, 1110197, 1135976, 1446344, 1455110, 1467266, 1529887, 1537320, 1662610, 1705991, 1762177, 1794614, 1936038, 1959859, 2025759, 2033474, 2118092, 2132443, 2448765, 2456347, 2502786, 2593486, 2626637, 2787860, 2904937, 2943279, 3045282, 3079743, 3289610, 3313497, 3359728, 3375400, 3443301, 3446625, 3487003, 3537214, 3541120, 3545435, 3545441, 3563928, 3563932, 3589240, 3600946, 3607734, 3640727, 3643627, 3645250, 3646926, 3646929, 3646931, 3646932, 3646933, 3646934, 3646939, 3646945, 3646961, 3646963, 3646967, 3646968, 3646970, 3646973, 3646975, 3650355, 3651057, 3656615, 3673259, 3700919, 3708298, 3730555, 3769374, 3900262, 3904638, 3913731, 3936479, 4120969, 4171141, 4175999, 4195111, 4203944, 4222868, 4235044, 4266116, 4268299, 4274612, 4310919, 4327870, 4334397, 4489925, 4494263, 4508429, 4521409, 4521889, 4523542, 4550427, 4569390, 4572783, 4573644, 4574593)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-09-25
